event,ms_since_first_fire,count
txvalid_burst,18599,2000
snapshot_confirmed,53,1
snapshot_confirmed,167,3
snapshot_confirmed,477,13
snapshot_confirmed,555,37
snapshot_confirmed,745,3
snapshot_confirmed,957,26
snapshot_confirmed,1010,24
snapshot_confirmed,1209,1
snapshot_confirmed,1428,27
snapshot_confirmed,1480,23
snapshot_confirmed,1674,1
snapshot_confirmed,1890,26
snapshot_confirmed,1945,24
snapshot_confirmed,2159,1
snapshot_confirmed,2355,29
snapshot_confirmed,2404,21
snapshot_confirmed,2598,1
snapshot_confirmed,2844,26
snapshot_confirmed,2894,24
snapshot_confirmed,3096,1
snapshot_confirmed,3322,27
snapshot_confirmed,3393,23
snapshot_confirmed,3590,3
snapshot_confirmed,3799,28
snapshot_confirmed,3851,22
snapshot_confirmed,4052,1
snapshot_confirmed,4292,25
snapshot_confirmed,4346,25
snapshot_confirmed,4537,1
snapshot_confirmed,4767,26
snapshot_confirmed,4821,24
snapshot_confirmed,5010,1
snapshot_confirmed,5261,26
snapshot_confirmed,5311,24
snapshot_confirmed,5520,1
snapshot_confirmed,5744,28
snapshot_confirmed,5789,22
snapshot_confirmed,5993,1
snapshot_confirmed,6221,25
snapshot_confirmed,6300,25
snapshot_confirmed,6540,1
snapshot_confirmed,6719,35
snapshot_confirmed,6775,15
snapshot_confirmed,6930,4
snapshot_confirmed,7170,21
snapshot_confirmed,7225,29
snapshot_confirmed,7426,1
snapshot_confirmed,7645,29
snapshot_confirmed,7687,21
snapshot_confirmed,7877,1
snapshot_confirmed,8145,24
snapshot_confirmed,8217,26
snapshot_confirmed,8521,1
snapshot_confirmed,8652,41
snapshot_confirmed,8682,9
snapshot_confirmed,8807,1
snapshot_confirmed,9089,16
snapshot_confirmed,9150,34
snapshot_confirmed,9463,1
snapshot_confirmed,9617,36
snapshot_confirmed,9657,14
snapshot_confirmed,9824,1
snapshot_confirmed,10064,21
snapshot_confirmed,10125,29
snapshot_confirmed,10369,1
snapshot_confirmed,10556,32
snapshot_confirmed,10601,18
snapshot_confirmed,10765,1
snapshot_confirmed,10999,23
snapshot_confirmed,11057,27
snapshot_confirmed,11284,1
snapshot_confirmed,11493,29
snapshot_confirmed,11543,21
snapshot_confirmed,11748,1
snapshot_confirmed,11966,27
snapshot_confirmed,12018,23
snapshot_confirmed,12212,1
snapshot_confirmed,12440,26
snapshot_confirmed,12497,24
snapshot_confirmed,12697,1
snapshot_confirmed,12935,26
snapshot_confirmed,12994,24
snapshot_confirmed,13171,1
snapshot_confirmed,13407,26
snapshot_confirmed,13475,24
snapshot_confirmed,13687,3
snapshot_confirmed,13889,29
snapshot_confirmed,13943,21
snapshot_confirmed,14143,2
snapshot_confirmed,14358,26
snapshot_confirmed,14410,24
snapshot_confirmed,14622,1
snapshot_confirmed,14848,27
snapshot_confirmed,14902,23
snapshot_confirmed,15086,1
snapshot_confirmed,15320,26
snapshot_confirmed,15372,24
snapshot_confirmed,15591,1
snapshot_confirmed,15802,28
snapshot_confirmed,15847,22
snapshot_confirmed,16076,1
snapshot_confirmed,16288,29
snapshot_confirmed,16346,21
snapshot_confirmed,16515,1
snapshot_confirmed,16746,24
snapshot_confirmed,16808,26
snapshot_confirmed,17051,1
snapshot_confirmed,17238,33
snapshot_confirmed,17284,17
snapshot_confirmed,17489,1
snapshot_confirmed,17728,22
snapshot_confirmed,17781,28
snapshot_confirmed,18003,1
snapshot_confirmed,18214,29
snapshot_confirmed,18262,21
snapshot_confirmed,18452,1
snapshot_confirmed,18672,26
snapshot_confirmed,18713,22
