node_emit_ms,client_recv_ms
0,0
5,5
11,14
17,21
24,24
31,31
46,46
53,52
57,57
63,63
68,68
75,75
81,80
87,87
93,93
100,99
168,168
205,205
206,205
206,206
207,207
216,216
222,222
229,228
234,234
239,239
245,244
250,249
256,255
273,273
279,279
285,285
317,317
357,357
357,357
358,358
359,359
399,399
400,400
401,401
406,406
411,411
418,417
424,424
429,429
436,436
442,441
448,448
453,453
497,497
498,497
498,498
499,499
541,544
542,544
543,544
544,544
544,544
548,548
554,553
559,559
566,565
571,571
576,576
583,583
623,622
623,623
628,628
629,628
664,664
665,664
668,668
670,669
674,674
680,679
685,685
691,691
697,696
703,703
711,711
721,720
758,758
758,758
759,759
760,760
794,794
794,794
795,795
802,802
802,802
808,808
813,813
819,818
834,834
839,839
845,845
852,851
890,890
891,892
892,892
893,892
936,938
937,938
938,938
938,938
946,945
952,952
957,957
964,964
969,969
975,975
981,981
991,990
1033,1033
1034,1034
1035,1035
1036,1036
1079,1079
1080,1079
1080,1080
1083,1083
1088,1088
1094,1093
1100,1100
1106,1105
1111,1111
1116,1116
1122,1122
1129,1128
1185,1185
1187,1186
1192,1191
1197,1197
1204,1203
1209,1208
1216,1216
1221,1221
1227,1227
1232,1232
1239,1238
1244,1244
1251,1250
1257,1257
1263,1263
1277,1277
1370,1370
1371,1371
1372,1372
1387,1386
1392,1391
1397,1397
1404,1404
1408,1408
1415,1415
1421,1420
1427,1427
1432,1432
1438,1438
1445,1444
1451,1451
1456,1456
1537,1537
1576,1576
1576,1576
1577,1577
1578,1578
1579,1578
1580,1580
1586,1586
1591,1591
1597,1596
1618,1634
1644,1644
1651,1651
1657,1656
1662,1662
1667,1667
1711,1711
1754,1754
1755,1755
1756,1755
1756,1756
1762,1761
1767,1766
1773,1773
1778,1778
1786,1785
1790,1789
1796,1796
1801,1800
1807,1807
1813,1812
1819,1819
1868,1868
1903,1903
1904,1903
1905,1904
1905,1905
1911,1910
1916,1916
1922,1921
1929,1928
1950,1950
1958,1958
1964,1964
1969,1969
1975,1975
1982,1981
1988,1988
2028,2028
2067,2067
2068,2068
2069,2069
2074,2074
2081,2081
2086,2086
2092,2091
2097,2097
2102,2102
2110,2109
2113,2112
2118,2118
2124,2123
2129,2129
2135,2135
2173,2172
2206,2206
2207,2207
2208,2208
2209,2209
2214,2213
2220,2220
2226,2226
2232,2232
2239,2239
2245,2244
2250,2249
2259,2259
2263,2263
2268,2268
2283,2283
2324,2323
2358,2358
2359,2359
2363,2363
2364,2363
2366,2365
2372,2371
2377,2376
2382,2382
2397,2397
2403,2402
2407,2407
2414,2413
2419,2418
2425,2424
2429,2429
2470,2470
2507,2507
2508,2508
2509,2508
2515,2514
2520,2519
2526,2526
2532,2532
2538,2538
2546,2545
2549,2549
2556,2556
2562,2562
2568,2567
2573,2572
2579,2579
2620,2620
2650,2649
2650,2650
2654,2654
2660,2659
2666,2665
2671,2671
2677,2676
2681,2681
2687,2686
2692,2692
2698,2697
2706,2706
2713,2713
2727,2727
2732,2732
2771,2770
2806,2806
2807,2806
2808,2807
2812,2812
2817,2817
2824,2824
2837,2837
2843,2842
2849,2849
2854,2854
2860,2860
2865,2865
2872,2871
2877,2877
2883,2882
2921,2920
2963,2962
2964,2963
2966,2966
