node_emit_ms,client_recv_ms
0,0
58,58
100,100
149,149
200,200
251,250
303,302
353,353
405,404
455,455
509,508
553,553
613,612
655,655
705,705
754,754
804,804
855,855
906,906
955,955
1005,1005
1061,1061
1105,1105
1166,1166
1206,1205
1256,1256
1306,1306
1355,1355
1405,1405
1454,1454
1503,1503
1554,1554
1613,1613
1654,1654
1703,1702
1754,1754
1803,1802
1853,1853
1903,1902
1954,1954
2004,2003
2062,2061
2104,2104
2155,2155
2203,2203
2255,2255
2306,2306
2356,2356
2407,2406
2457,2457
2511,2510
2557,2557
2617,2616
2658,2658
2709,2708
2758,2758
2809,2808
2858,2858
2909,2909
2959,2959
3010,3010
3066,3066
3110,3110
3170,3170
3211,3210
3264,3263
3310,3310
3360,3360
3409,3409
3460,3460
3509,3509
3560,3560
3617,3617
3661,3661
3711,3710
3762,3762
3812,3811
3861,3861
3911,3910
3963,3963
4012,4011
4067,4067
4111,4110
4161,4161
4211,4210
4262,4262
4313,4312
4363,4363
4413,4412
4467,4466
4517,4516
4564,4564
4626,4625
4665,4665
4716,4716
4764,4764
4814,4813
4864,4864
4915,4915
4965,4965
5014,5014
5072,5072
5114,5113
5165,5164
5216,5216
5264,5264
5315,5315
5365,5364
5416,5416
5467,5466
5523,5523
5567,5566
5627,5627
5671,5671
5720,5720
5771,5770
5821,5821
5869,5869
5921,5921
5971,5970
