node_emit_ms,client_recv_ms
0,0
7,8
13,13
21,26
27,30
36,36
51,51
56,55
60,60
67,67
74,74
80,80
87,87
93,93
99,99
105,105
176,177
215,215
221,221
227,227
232,232
239,239
244,244
250,249
255,255
260,260
274,274
284,284
289,289
297,297
302,302
308,309
313,313
389,389
426,426
427,427
428,428
429,428
431,430
437,437
444,444
451,450
456,456
461,461
469,469
475,475
481,481
497,497
503,503
547,547
590,590
591,591
592,592
593,593
598,598
612,612
617,617
624,624
629,629
634,634
639,639
644,644
650,650
655,655
663,663
711,711
752,752
753,753
754,754
761,761
767,768
774,774
780,780
787,787
793,793
799,799
805,805
812,812
818,818
823,823
841,841
888,888
919,919
919,920
920,920
926,926
932,932
937,937
953,953
960,959
965,965
970,970
979,979
984,984
990,990
996,996
1002,1002
1046,1046
1099,1099
1100,1100
1101,1101
1102,1102
1109,1109
1115,1115
1122,1122
1129,1128
1134,1134
1140,1140
1146,1146
1151,1151
1157,1157
1162,1162
1179,1179
1222,1222
1262,1262
1263,1263
1264,1263
1264,1264
1267,1267
1272,1272
1278,1278
1295,1295
1301,1301
1306,1306
1313,1313
1319,1319
1325,1325
1331,1331
1337,1337
1380,1380
1475,1475
1476,1476
1488,1488
1496,1496
1502,1502
1506,1506
1522,1522
1527,1527
1533,1533
1539,1539
1544,1544
1550,1550
1557,1557
1563,1563
1568,1568
1614,1614
1659,1659
1660,1660
1661,1661
1662,1662
1673,1673
1675,1675
1682,1683
1689,1689
1694,1694
1700,1700
1706,1706
1712,1712
1717,1717
1722,1722
1727,1727
1776,1776
1809,1813
1809,1813
1813,1813
1815,1815
1821,1821
1827,1827
1833,1833
1839,1839
1844,1844
1860,1860
1866,1866
1871,1871
1883,1883
1888,1888
1896,1896
1931,1931
1983,1983
1989,1990
1993,1993
1997,1997
2002,2002
2008,2008
2014,2014
2020,2020
2026,2026
2033,2033
2038,2038
2043,2044
2081,2081
2082,2082
2086,2086
2092,2092
2135,2135
2171,2173
2172,2173
2173,2173
2181,2181
2196,2196
2206,2206
2215,2214
2222,2222
2228,2228
2235,2235
2241,2241
2247,2247
2253,2253
2260,2260
2265,2265
2310,2310
2344,2344
2345,2346
2360,2362
2376,2381
2397,2397
2403,2403
2416,2416
2423,2423
2430,2430
2439,2439
2445,2445
2452,2452
2460,2460
2466,2466
2471,2471
2511,2511
2555,2555
2556,2556
2557,2557
2562,2562
2568,2568
2574,2574
2580,2580
2585,2585
2591,2591
2604,2604
2611,2611
2616,2616
2622,2622
2637,2637
2642,2642
2676,2676
2723,2724
2723,2724
2724,2724
2725,2725
2725,2725
2727,2727
2756,2756
2757,2756
2764,2763
2798,2798
2799,2799
2800,2800
2801,2801
2817,2817
2825,2825
2832,2832
2892,2894
2893,2894
2893,2894
2894,2894
2897,2897
2903,2903
2941,2941
2942,2942
2943,2943
2948,2948
2954,2954
